region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Europe & Central Asia,ECA,Albania,ALB,2016,national,HBS,national,2016,consumption,2,2014 - 2017,3.75,0.051126033365080224,0.00788685096455559,0.0019829152631762026,0.009174110585137068,12.541093110460535,10.282371917075258,0.18758058229187613,0.3373629871613545,0.3143803538459059,0.02969405733287735,0.043505156286569535,0.05422417749744461,0.06423766838270631,0.07524432305082776,0.08896662927744947,0.10520496389121159,0.12703985647336774,0.1613876219881255,0.2504955458194197,0.9798100251514332,50.3573722839355,2876101,4090.371656678,3262.75610406116,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2016,national,SILC-C,national,2016,income,4,2016 - 2018,3.75,0.16898751515345567,0.06037941564211258,0.03133927728509041,0.09168652893163529,9.951971201550652,8.140220463925681,0.27373984373181476,0.38565642705602077,0.35036008203471247,0.0183817645662555,0.034833605882421084,0.04792178778850131,0.060813953759568856,0.07358065191109345,0.08862650509898157,0.10573946154486741,0.12912911497275364,0.16630366764799764,0.2746694868275884,0.9798100251514332,50.3573722839355,2876101,4090.371656678,3262.75610406116,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2017,national,HBS,national,2017,consumption,2,2014 - 2017,3.75,0.03787475624511394,0.008150815839035413,0.002489128044850101,0.009836967602891534,12.411218948203334,10.187668779844469,0.17990846504838426,0.330556627406811,0.30852226483953654,0.030905286118914656,0.04459942681944837,0.05477605165291666,0.06508122961160906,0.07604976016054898,0.08908397145761221,0.10539262080335043,0.1271788691017388,0.16080848294499805,0.24612430132885588,1,50.3573722839355,2873457,4249.80373367726,3345.55536889189,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2017,national,SILC-C,national,2017,income,4,2016 - 2018,3.75,0.14517190440467545,0.0517885544964966,0.02652596657834155,0.07739116355400413,10.411014391968285,8.704905448837362,0.2541749295129492,0.3709512668663948,0.3325366238409813,0.018976139099865952,0.036430115137448774,0.05010894730399053,0.0632918388766383,0.07649153452521992,0.09073750583123019,0.10648661184340935,0.12902116335921793,0.16392251137276626,0.26453363265023655,1,50.3573722839355,2873457,4249.80373367726,3345.55536889189,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2018,national,HBS,national,2018,consumption,3,2018 - 2020,3.75,0.030302887768065223,0.005303544171828159,0.001403223910517717,0.006202310021971298,13.316507079860163,11.639976154610684,0.15240441423027246,0.3014828173658326,0.26593011637847047,0.03169825829292242,0.0476817502487478,0.059720402218538596,0.07073262013401538,0.08135162566074625,0.0934527834400185,0.10747296732071793,0.1259714119515407,0.1544950574241667,0.22742312330857783,1.020280552102178,50.3573722839355,2866376,4431.53918098494,3461.66346732136,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2018,national,SILC-C,national,2018,income,4,2016 - 2018,3.75,0.11895631887228267,0.03842766999802465,0.018360823544797775,0.05517394583603626,10.897241682947225,9.199628470026319,0.23305128702731404,0.3598875190138544,0.31924503279262845,0.021487139377576195,0.038549062235463796,0.05140691956048292,0.06394037943240884,0.07729601671486006,0.09135013704602163,0.10672525575146657,0.1267871145041633,0.16243928708362887,0.26001868829393315,1.020280552102178,50.3573722839355,2866376,4431.53918098494,3461.66346732136,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2019,national,HBS,national,2019,consumption,3,2018 - 2020,3.75,0.014885249665586514,0.0019452667455039584,4.1611027020478587e-4,0.0021979904530896846,13.749830812247426,11.611523963457966,0.14745880198307917,0.3011576830456506,0.26233387493993704,0.035337648135450726,0.04975571356394667,0.060139034166821606,0.06944934561512298,0.07935722297932948,0.0903912394710773,0.10381863911608091,0.12316567625649211,0.15223933837961356,0.23634614231606266,1.034677627531082,50.3573722839355,2854191,4543.38652018643,3553.79239930615,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2020,national,HBS,national,2020,consumption,3,2018 - 2020,3.75,0.016511407254797425,0.0025857232365088614,5.928310713973453e-4,0.002954959154017123,13.952189784017467,12.064706607362313,0.1427362859724018,0.2941962981707301,0.2563543132453729,0.03413417458443127,0.05029507909251488,0.060906266476448395,0.07108508248248016,0.08107182245813094,0.09219557765288428,0.10564971686444119,0.1244230762400913,0.15264320091311656,0.22759600323546036,1.051448609443547,50.3573722839355,2837849,4410.4551652317105,3448.10288928765,FALSE,micro,survey
Other High Income Countries,OHI,United Arab Emirates,ARE,2013,national,HIES,national,2013.42,income,0,2013 - 2018,3.75,0,0,0,0,72.45095059139214,65.14401583502598,0.19533358600794645,0.32510420891245906,0.32329305129227454,0.02349732671315663,0.03864284065336121,0.05306622825917651,0.06738315327854094,0.08218639588931276,0.09817661998560323,0.11635509093754393,0.13842757979357223,0.16791160988343412,0.21435315460629845,0.915027112271092,2.83484387397766,8751847,38034.9683968782,15943.3343606467,FALSE,group,survey
Other High Income Countries,OHI,United Arab Emirates,ARE,2018,national,HIES,national,2018,income,0,2013 - 2018,3.75,0,0,0,0,78.77590282435034,72.12141495328393,0.11142685373910229,0.2596627908793754,0.23970653776606374,0.03975935808113834,0.05241254661416213,0.06329555680016817,0.07422242111492156,0.08561430892063265,0.09783872905626512,0.11142228586688196,0.12738325523675198,0.14848605691526617,0.19956548139381192,1.030686345014827,2.83484387397766,9140169,43644.1470438183,16365.3201710549,FALSE,group,survey
Latin America & Caribbean,LAC,Argentina,ARG,1980,urban,EPH,urban,1980,income,0,1980 - 1987,3.75,0.010656970214843749,0.003680572826795173,0.0024697001351309256,0.003097073113666717,32.47283363214869,24.830716979514776,0.29184721081587944,0.4083086045604474,0.372898642354651,0.020098563613480724,0.03286435476152838,0.04492987696059547,0.05697858511169551,0.06968903343150334,0.08394564044552055,0.10122462683934463,0.12467998153657633,0.16383563008687085,0.3017537072128842,0.0548937504873377,10.8079395294189,23228918,10270.9561180014,,FALSE,group,survey
Latin America & Caribbean,LAC,Argentina,ARG,1986,urban,EPH,urban,1986,income,0,1980 - 1987,3.75,0.020458101681057626,0.012319998400887003,0.011369196934014985,0.0015492913563481278,35.16755176243183,25.367317164762714,0.33142829345529823,0.42808886993539996,0.3846365361296666,0.017675406614673934,0.03358614410341457,0.04352612354636689,0.05518630294551077,0.06666024311523655,0.07979804632537238,0.09738690740172373,0.12087514770504071,0.16322485068602544,0.3220808275566338,0.0140699432367712,10.8079395294189,26272907,9397.88360849477,,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1987,urban,EPH,urban,1987,income,0,1980 - 1987,3.75,0.02118262564889805,0.011961955501524022,0.009655185135930944,0.005516879406681317,32.14556881159725,22.359614372325073,0.36997057998526617,0.45276366076961994,0.4103199721174235,0.015614526789324151,0.03014507986040809,0.04118912211609146,0.05193568091366539,0.0634264309815544,0.07723606576697889,0.09513530880207421,0.11948501188344407,0.16331387643848927,0.3425188964479714,0.0325486599241444,10.8079395294189,26797140,9507.33981264281,,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1991,urban,EPH,urban,1991,income,1,1991 - 2002,3.75,0.03498657908583678,0.011686235601534919,0.007558468745919217,0.009780291461896103,22.811040212385038,15.11462828024421,0.3824355608134427,0.46761739105940003,0.4057901345723678,0.017441498750865436,0.030524456275854508,0.04059125335530934,0.050023312961252384,0.06058551589889283,0.07238353794313365,0.08890905344432753,0.11407481710575662,0.1593735016195595,0.3660930526450491,328.9091826573242,10.8079395294189,28910601,8762.66138351332,,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1992,urban,EPH,urban,1992,income,1,1991 - 2002,3.75,0.042420938027506856,0.01900918026153794,0.013191957486368004,0.015493522321295052,23.004458647533475,15.807516691565846,0.36932951373859824,0.4546809298082466,0.4275383694307265,0.016000994546306123,0.030004012747366436,0.04069653949328568,0.05124020954208208,0.06211362268470161,0.07651933822749535,0.09418862005479217,0.12062090088771771,0.1657445452756509,0.34287121654060615,0.0388075260133433,10.8079395294189,29386348,9327.8594509636,,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1993,urban,EPH,urban,1993,income,1,1991 - 2002,3.75,0.0498123926693397,0.021412629440741248,0.014244078061439625,0.018506425518881583,23.052838615796563,16.156161376506738,0.3662670416353502,0.44856285851712907,0.42186267731413474,0.014835972781062353,0.02966929711396894,0.0409683422362016,0.05217328478078104,0.06421467095623551,0.07897912959961662,0.09670684249838896,0.12340590099710969,0.16703266703330621,0.33201389200335174,0.0422503327572932,10.8079395294189,29859584,9957.25652230492,6139.43515672298,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1994,urban,EPH,urban,1994,income,1,1991 - 2002,3.75,0.044564691137479795,0.021575101872550625,0.015922756736330396,0.013849546272956113,22.774398125122072,15.622387410666104,0.3802998646724761,0.4591680359255017,0.42719632412180075,0.014955481664615846,0.02881974460487638,0.039553344781239695,0.05068311802130655,0.06316428731022478,0.07716034813911526,0.095016095666065,0.12103429977314051,0.16514749854028032,0.34446578149914253,0.0438107401316383,10.8079395294189,30336257,10397.3792874496,6424.87141027683,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1995,urban,EPH,urban,1995,income,1,1991 - 2002,3.75,0.08150060743559412,0.036762827955635805,0.025762158160943377,0.03142199750216104,21.633886897117304,14.441226038607446,0.44065900502357586,0.48904403250272654,0.4476412303927698,0.011322042771839123,0.026299829780502645,0.03685872497050431,0.047344879798854406,0.05911788941540155,0.0735717995388453,0.0907483992936216,0.1168464525691782,0.168133517655709,0.3697564642055182,0.0447610580882584,10.8079395294189,30809888,9969.33157579723,6063.19657045336,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1996,urban,EPH,urban,1996,income,1,1991 - 2002,3.75,0.08920906796876993,0.042153295015289347,0.031099884666015407,0.03706670099080705,21.19295712833677,13.854637260783688,0.46001372460382073,0.4952442938019691,0.4711066306978644,0.010343960911999888,0.02480582913214299,0.03555823865478406,0.04641772838670283,0.058342611874776504,0.07302752478117655,0.09193114581106282,0.11987400743450277,0.1708931369658115,0.3688058160470421,0.0448526727076104,10.8079395294189,31272164,10388.5387104408,6318.62332761053,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1997,urban,EPH,urban,1997,income,1,1991 - 2002,3.75,0.08337088858253458,0.037259262408923924,0.02589110945747594,0.032999546425732953,22.20674194777845,14.83567951608312,0.4495536172745645,0.4911047521919294,0.47380889609474724,0.010825259231658248,0.024650818871693268,0.035191834808249764,0.04684666233054807,0.05938312596935545,0.07307978246984881,0.09274430971141037,0.12075407865966847,0.17278167686513468,0.3637424510824453,0.0451087417571338,10.8079395294189,31720057,11097.3820634618,6803.80069334549,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1998,urban,EPH,urban,1998,income,1,1991 - 2002,3.75,0.09450241831341034,0.0388818502124005,0.0253918981381215,0.03989561043815241,21.56379375514729,13.572866920092123,0.4774046445882276,0.5073364377897182,0.4950620751152037,0.010650679164146342,0.023429423887835633,0.0336498544384459,0.04435064675670938,0.056355691006199415,0.0706492382014913,0.09054731773060093,0.119587087230416,0.17026483771398665,0.38051522387016956,0.0456077133166349,10.8079395294189,32160222,11391.9451576314,6959.16995825289,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1999,urban,EPH,urban,1999,income,1,1991 - 2002,3.75,0.10062861843774787,0.041313827397436054,0.02808154061541175,0.0415433229985714,20.554685419916172,13.479604343420995,0.4618117851188388,0.4979204137208141,0.48547114133498315,0.01070688820925168,0.02418437644180162,0.034641022758618495,0.045220469729274904,0.0579560469607141,0.07291163242705062,0.09186759807328296,0.1209112651049391,0.17111602381706476,0.3704846764779952,0.0446820943055571,10.8079395294189,32603604,10880.2062074837,6741.99420777259,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2000,urban,EPH,urban,2000,income,1,1991 - 2002,3.75,0.10833551324890262,0.04966627732429128,0.03269166222820333,0.05633159948432336,20.10494267374054,12.820308261508506,0.4927968981152798,0.5106395767594252,0.509470493505906,0.009485223425862811,0.02237440299243336,0.032494039084758695,0.04327247847221423,0.055986881439042596,0.07175246804100557,0.09107355492673996,0.12206225232853618,0.17449413964892074,0.3770045596404923,0.0443699167810238,10.8079395294189,33045629,10672.7220353121,6622.04746890035,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2001,urban,EPH,urban,2001,income,1,1991 - 2002,3.75,0.15619703797356538,0.07717018758807097,0.05321623795857381,0.08471772044025308,18.513604107361072,11.441447860801613,0.550910501398063,0.5334310600620975,0.5392328299303027,0.006526376173232074,0.019296527200881115,0.030172266588410778,0.0407433822144752,0.053451520431385374,0.0691616259842957,0.08998961021576221,0.12064387352878464,0.175240686452296,0.39477413121045346,0.0438680605084521,10.8079395294189,33480950,10090.6534434286,6173.61957818371,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2002,urban,EPH,urban,2002,income,1,1991 - 2002,3.75,0.24873687632155753,0.1086503284537133,0.06400932502461151,0.14975520031827483,13.0049207489395,7.848625418884066,0.5422985801297204,0.537937583377964,0.5352598360299271,0.008732535291925837,0.018852682946553824,0.028994097463136366,0.04044268153640738,0.05326276144120942,0.06846564427028773,0.08686492581515246,0.11659371582402306,0.172728282198027,0.4050626732132865,0.0607518380940446,10.8079395294189,33910889,8895.31964210751,5230.98707466048,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2003,urban,EPHC-S2,urban,2003,income,2,2003 - 2021,3.75,0.1305534846920262,0.04946637280895645,0.02730894934948245,0.06954910886904148,18.404429536398386,11.591648935014092,0.4864336376292282,0.5089715698379784,0.5123713550694118,0.010723922989278304,0.022316373413679882,0.03226008902115802,0.04374216281940563,0.05582353131079332,0.07133440568945415,0.09248009767346,0.12248918470150383,0.17197699290751195,0.37685323947374527,0.0631413023354637,10.8079395294189,34330154,9581.96979219468,5600.19117402276,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2004,urban,EPHC-S2,urban,2004,income,2,2003 - 2021,3.75,0.10041823453907919,0.03620116050574002,0.01898450903843776,0.04913407377626603,19.83815383657511,13.447348042848038,0.43519382999913336,0.4837703458741336,0.4760193697728172,0.012060066333572449,0.023985109765879552,0.0347926113010186,0.04652523469846216,0.06013605353222298,0.07574782585837042,0.09567388241630931,0.12542631859333336,0.17329296152784784,0.352359935972996,0.0666531960772887,10.8079395294189,34747780,10341.6434058805,6070.24060137833,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2005,urban,EPHC-S2,urban,2005,income,2,2003 - 2021,3.75,0.08337404317521958,0.02765243684796397,0.013916664429109136,0.03565670962782044,21.820698311055164,14.93226300685278,0.42045703798600137,0.4770735509214674,0.46294443057871804,0.012617394423738455,0.025068457409934086,0.03583408745527904,0.04775909981688847,0.06098596631665239,0.07647673462690932,0.09647541923933656,0.12447645119439482,0.17136346100284378,0.348942928514015,0.0738304997178246,10.8079395294189,35175563,11141.3106718375,6451.96264700318,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2006,urban,EPHC-S2,urban,2006,income,2,2003 - 2021,3.75,0.06292851069150775,0.021954065955286067,0.011544551741320774,0.030093850688830102,24.166915526693085,17.068175884369055,0.40080613470274185,0.46346079967163545,0.4461765505775195,0.012962689232315886,0.02632523589245507,0.037600248157314956,0.0495520697363066,0.06305456251741284,0.07902273856543476,0.09937141430769864,0.12563519006275964,0.16912830488130476,0.33734754664700706,0.0814713181950467,10.8079395294189,35608120,11913.9585322637,7085.16602872579,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2007,urban,EPHC-S2,urban,2007,income,2,2003 - 2021,3.75,0.051214512917119176,0.01787358471633157,0.009578416167350966,0.02212269397257618,24.92478479981155,17.631635817269,0.39231911899556987,0.4617355631333476,0.4439086338653859,0.014022938137254692,0.026843158265261777,0.037292855115419216,0.04940773878271952,0.06306610772220911,0.07896879369574072,0.09916200567805367,0.12515809023772217,0.16935567820876513,0.33672263415684955,0.0997463665722758,10.8079395294189,36034446,12857.0925770961,7669.27329593239,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2008,urban,EPHC-S2,urban,2008,income,2,2003 - 2021,3.75,0.04930486050889358,0.01653700811673919,0.008797216526184305,0.021037065502385606,25.513299640921854,18.42694314272367,0.37227722508988315,0.44876790267118216,0.43057112652810187,0.014130928793037841,0.02790220135552186,0.039563217195883564,0.051579018464756266,0.06473960529411071,0.08048680941271075,0.10004750908606885,0.12739410185762595,0.17008060649539225,0.3240760020448772,0.125182322461113,10.8079395294189,36459843,13246.6348917152,8143.67376678509,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2009,urban,EPHC-S2,urban,2009,income,2,2003 - 2021,3.75,0.04210297268031256,0.014884848580348156,0.007924246884705834,0.018408030842807913,26.400297432398716,19.675026347127123,0.3530367598433815,0.4365419704989163,0.41488093735869547,0.01454072705740226,0.028685024688080492,0.04086348950830897,0.05327399460964674,0.06709596035696128,0.08271915045689035,0.10169120553632566,0.12810646263917835,0.17052895357620868,0.31249503157101033,0.1426685678053902,10.8079395294189,36897033,12336.8619385237,7626.36003840856,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2010,urban,EPHC-S2,urban,2010,income,2,2003 - 2021,3.75,0.03305222484788434,0.009736100954781507,0.004800880487924369,0.011463238247557206,27.206145522843606,20.234128972463175,0.3435880831404799,0.4358321825728346,0.4074566588648777,0.01594541496624953,0.02971151783264179,0.04095622711104981,0.053123853297852616,0.06659046373183125,0.08221177620779041,0.10052277169239737,0.1252342659646768,0.16870260129018222,0.3170011079053122,0.1777357651819065,10.8079395294189,37055902,13551.3391940229,8457.96700369092,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2011,urban,EPHC-S2,urban,2011,income,2,2003 - 2021,3.75,0.022048048105967194,0.007716145044847148,0.004189135225129415,0.009248414553584801,28.939321746520864,21.541291297889206,0.32680068040508103,0.42645280639792227,0.40426712424172495,0.017143779151544428,0.030782942261232384,0.04207833127332269,0.05425096621427995,0.06733439135666536,0.08297791868863466,0.10112743604502372,0.12631691760307379,0.16841632394662565,0.3095709934596047,0.2162592441892746,10.8079395294189,37543830,14200.2698890608,9144.32049404601,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2012,urban,EPHC-S2,urban,2012,income,2,2003 - 2021,3.75,0.02398027229577085,0.007948838847111695,0.004237702321712897,0.010163905786093922,28.67457637475568,21.868210582372875,0.30928035981062824,0.41326197939246523,0.39407052119355906,0.017429382427122248,0.032386126440729364,0.04374753336762351,0.055740749434116305,0.06893342124197768,0.08496774223559167,0.1035863365934428,0.1281763334676843,0.1681999496868316,0.2968324251048692,0.2710616285588012,10.8079395294189,38027774,13895.6337072986,9141.32692467183,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2013,urban,EPHC-S2,urban,2013,income,2,2003 - 2021,3.75,0.02084743912357175,0.007156421478826501,0.003964292376375953,0.007985914363987785,28.790789294951708,22.237562369794666,0.3027205681421216,0.40945442197590753,0.3881215233174129,0.017864288323526496,0.0324132285486231,0.0439003495926871,0.0561956108764228,0.0699554113930689,0.08579376688049392,0.10423931237586237,0.12845304711386218,0.16746610238086157,0.2937188825145971,0.3434163305573046,10.8079395294189,38509756,14071.5086831557,9368.5477700906,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2014,urban,EPHC-S2,urban,2014,income,2,2003 - 2021,3.75,0.022333533530724113,0.006954292970519148,0.0037770691579621604,0.007806946864637667,26.947942230014583,20.304642077245926,0.30902748959018955,0.4163278985481589,0.4009418353198027,0.018312523080018378,0.03220706324092361,0.043133037335110674,0.05444099595418882,0.06822588983897332,0.08377229792557506,0.10298011613320407,0.1284802307895364,0.16923606390001966,0.29921178180244634,0.4819824839792599,10.8079395294189,38990109,13567.9484159809,8862.27025201094,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2016,urban,EPHC-S2,urban,2016,income,2,2003 - 2021,3.75,0.022460371688541904,0.0073237279987721175,0.003920630916887757,0.00851940264983671,28.144450596427482,21.243942841267746,0.3168453272380374,0.4203252890095214,0.3965168380269314,0.01763788348832351,0.0315548409830141,0.042867023941229127,0.05483289482890101,0.06814426766648912,0.08364492198060944,0.10165673712240297,0.12744559354042595,0.16802258722988372,0.30419324921869195,0.8544163764548623,10.8079395294189,39940546,13360.2118345982,8922.06360269184,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2017,urban,EPHC-S2,urban,2017,income,2,2003 - 2021,3.75,0.022427441975935093,0.006502366835625212,0.0032181264941790115,0.0067599035261305335,29.557883653482072,22.573417085390055,0.30350056490470784,0.4113448843872838,0.38816181271454353,0.017860054716687532,0.03282919686966636,0.04418260032110792,0.056014606608649264,0.06934219306885075,0.0847106911264617,0.10305623468826886,0.12756055966548485,0.1673996664849161,0.2970441964499023,1.05102254429587,10.8079395294189,40410674,13595.0373551081,9197.19895562786,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2018,urban,EPHC-S2,urban,2018,income,2,2003 - 2021,3.75,0.02731040654701896,0.008969831722590062,0.00457975361780436,0.011174300491736105,26.79621889706929,20.57306258991449,0.30858730026249576,0.41342498374732906,0.3887937517293467,0.017581625311093165,0.03216546164828642,0.04393550777543598,0.05588050487813355,0.06910308400621692,0.08511454322924347,0.10302594121939851,0.1278731161635855,0.16701812795110194,0.29830208781751144,1.487739352755048,10.8079395294189,40877099,13105.397163317,8899.789527597,FALSE,micro,survey
